violation_code,law_code,description,description_corrected
6254,Art. 219,"Transitar em velocidade inferior metade da mxima da via, salvo faixa da direita.","Transitar em velocidade inferior metade da máxima da via, salvo faixa da à direita."
6262,"Art. 220, Inc. I",Deixar de reduzir a velocidade do veiculo de forma compativel com a seguranca do trânsito quando se,"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao se aproximar de passeatas, aglomerações, cortejos, préstitos e desfiles."
6262,"Art. 220, Inc. I",Deixar de reduzir a velocidade do veiculo de forma compativel com a seguranca do trnsito quando se,"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao se aproximar de passeatas, aglomerações, cortejos, préstitos e desfiles."
6270,"Art. 220, Inc. II",Deixar de reduzir a velocidade de forma compatível com a segurança do trânsito nos locais onde o trâ,"Deixar de reduzir a velocidade de forma compatível com a segurança do trânsito nos locais onde o trânsito esteja sendo controlado por agente da autoridade de trânsito, mediante sinais sonoros ou gestos."
6270,"Art. 220, Inc. II",Deixar de reduzir a velocidade de forma compatvel com a segurana do trnsito nos locais onde o tr,"Deixar de reduzir a velocidade de forma compatível com a segurança do trânsito nos locais onde o trânsito esteja sendo controlado por agente da autoridade de trânsito, mediante sinais sonoros ou gestos."
6289,"Art. 220, Inc. III",Deixar de reduzir a velocidade do veculo de forma compatvel com a segurana do trnsito ao aproxim,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se da guia da calçada ou acostamento.
6297,"Art. 220, Inc. IV",Deixar de reduzir a velocidade do veculo de forma compatvel com a segurana do trnsito ao aproxim,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se de ou passar por interseção não sinalizada.
6297,"Art. 220, Inc. IV",Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproxim,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se de ou passar por interseção não sinalizada.
6319,"Art. 220, Inc. VI",Deixar de reduzir a velocidade do veculo de forma compatvel com a segurana do trnsito nos trecho,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nos trechos em curva de pequeno raio.
6327,"Art. 220, Inc. VII",Deixar de reduzir a velocidade do veculo de forma compatvel com a segurana do trnsito ao aproxim,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao aproximar-se de locais sinalizados com advertência de obras ou trabalhadores na pista.
6360,"Art. 220, Inc. XI",Deixar de reduzir a velocidade do veculo de forma compatvel com a segurana do trnsito aproxima,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito à aproximação de animais na pista.
6360,"Art. 220, Inc. XI",Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito à aproxima,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito à aproximação de animais na pista.
6386,"Art. 220, Inc. XIII",Deixar de reduzir a velocidade do veculo de forma compatvel com a segurana do trnsito ao ultrapa,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao ultrapassar ciclista.
6386,"Art. 220, Inc. XIII",Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao ultrapa,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito ao ultrapassar ciclista.
6394,"Art. 220, Inc. XIV",Deixar de reduzir a velocidade do veculo de forma compatvel com a segurana do trnsito nas proxim,"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nas proximidades de escolas, hospitais, estações de embarque e desembarque de passageiros."
6394,"Art. 220, Inc. XIV",Deixar de reduzir a velocidade do veculo de forma compatvel com a segurana do trnsito onde haja,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito onde haja intensa movimentação de pedestres.
6394,"Art. 220, Inc. XIV",Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nas proxim,"Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito nas proximidades de escolas, hospitais, estações de embarque e desembarque de passageiros."
6394,"Art. 220, Inc. XIV",Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito onde haja,Deixar de reduzir a velocidade do veículo de forma compatível com a segurança do trânsito onde haja intensa movimentação de pedestres.
6408,Art. 221,Portar no veculo placas de identificao em desacordo com as especificaes e modelos estabelecidos,Portar no veículo placas de identificação em desacordo com as especificações e modelos estabelecidos pelo CONTRAN.
6408,Art. 221,Portar no veículo placas de identificação em desacordo com as especificações e modelos estabelecidos,Portar no veículo placas de identificação em desacordo com as especificações e modelos estabelecidos pelo CONTRAN.
6416,"Art. 221, pargrafo nico","Confeccionar, distribuir ou colocar, em veculo prprio ou de terceiros, placas de identificao no","Confeccionar, distribuir ou colocar, em veículo próprio ou de terceiros, placas de identificação não autorizadas pela regulamentação."
6416,"Art. 221, parágrafo único","Confeccionar, distribuir ou colocar, em veículo próprio ou de terceiros, placas de identificação não","Confeccionar, distribuir ou colocar, em veículo próprio ou de terceiros, placas de identificação não autorizadas pela regulamentação."
6424,Art. 222,"Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação vermelh","Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação intermitente dos veículos de emergência, ainda que parados."
6424,Art. 222,"Deixar de manter ligado, nas situaes de atendimento de emergncia, o sistema de iluminao vermelh","Deixar de manter ligado, nas situações de atendimento de emergência, o sistema de iluminação intermitente dos veículos de emergência, ainda que parados."
6432,Art. 223,Transitar com o facho de luz alta de forma a perturbar a visão de outro condutor.,Transitar com o facho de luz alta de forma a perturbar a visão de outro condutor.
6432,Art. 223,Transitar com o facho de luz alta de forma a perturbar a viso de outro condutor.,Transitar com o facho de luz alta de forma a perturbar a visão de outro condutor.
6432,Art. 223,Transitar com o farol desregulado de forma a perturbar a visão de outro condutor.,Transitar com o farol desregulado de forma a perturbar a visão de outro condutor.
6432,Art. 223,Transitar com o farol desregulado de forma a perturbar a viso de outro condutor.,Transitar com o facho de luz alta de forma a perturbar a visão de outro condutor.
6440,Art. 224,Fazer uso do facho de luz alta dos faris em vias providas de iluminao pblica.,Fazer uso do facho de luz alta dos faróis em vias providas de iluminação pública.
6440,Art. 224,Fazer uso do facho de luz alta dos faróis em vias providas de iluminação pública.,Fazer uso do facho de luz alta dos faróis em vias providas de iluminação pública.
6459,"Art. 225, Inc. I","Deixar de sinalizar a via para tornar visível o local, quando tiver de remover o veículo da pista de","Deixar de sinalizar a via, de forma a prevenir os demais condutores e tornar visível o local, quando tiver de remover o veículo da pista de rolamento ou permanecer no acostamento."
6459,"Art. 225, Inc. I","Deixar de sinalizar a via para tornar visvel o local, quando tiver de remover o veculo da pista de","Deixar de sinalizar a via, de forma a prevenir os demais condutores e tornar visível o local, quando tiver de remover o veículo da pista de rolamento ou permanecer no acostamento."
6459,"Art. 225, Inc. I","Deixar de sinalizar a via para tornar visvel o local, quando tiver que permanecer no acostamento.","Deixar de sinalizar a via, de forma a prevenir os demais condutores e tornar visível o local, quando tiver de remover o veículo da pista de rolamento ou permanecer no acostamento."
6475,Art. 226,Deixar de retirar todo e qualquer objeto utilizado para sinalização temporária da via.,Deixar de retirar todo e qualquer objeto utilizado para sinalização temporária da via.
6483,"Art. 227, Inc. I",Usar buzina em situação que não a de simples toque breve como advertência ao pedestre ou a condutore,Usar buzina em situação que não a de simples toque breve como advertência ao pedestre ou a condutores de outros veículos.
6483,"Art. 227, Inc. I",Usar buzina em situao que no a de simples toque breve como advertncia ao pedestre ou a condutore,Usar buzina em situação que não a de simples toque breve como advertência ao pedestre ou a condutores de outros veículos.
6491,"Art. 227, Inc. II",Usar buzina prolongada e sucessivamente a qualquer pretexto.,Usar buzina prolongada e sucessivamente a qualquer pretexto.
6513,"Art. 227, Inc. IV",Usar buzina em locais e horários proibidos pela sinalização.,Usar buzina em locais e horários proibidos pela sinalização.
6513,"Art. 227, Inc. IV",Usar buzina em locais e horrios proibidos pela sinalizao.,Usar buzina em locais e horários proibidos pela sinalização.
6521,"Art. 227, Inc. V",Usar buzina em desacordo com os padres e freqncias estabelecidas pelo CONTRAN.,Usar buzina em desacordo com os padrões e frequências estabelecidas pelo CONTRAN.
6521,"Art. 227, Inc. V",Usar buzina em desacordo com os padrões e freqüências estabelecidas pelo CONTRAN.,Usar buzina em desacordo com os padrões e frequências estabelecidas pelo CONTRAN.
6530,Art. 228,Usar no veculo equipamento com som em volume ou freqncia que no sejam autorizados pelo CONTRAN.,Usar no veículo equipamento com som em volume ou freqncia que no sejam autorizados pelo CONTRAN.
6530,Art. 228,Usar no veículo equipamento com som em volume ou freqüência que não sejam autorizados pelo CONTRAN.,Usar no veículo equipamento com som em volume ou frequência que não sejam autorizados pelo CONTRAN.
6548,Art. 229,"Usar no veculo aparelho de alarme ou que produza sons e rudo que perturbem o sossego pblico, em d","Usar indevidamente no veículo aparelho de alarme ou que produza sons e ruído que perturbem o sossego público, em desacordo com normas fixadas pelo CONTRAN."
6548,Art. 229,"Usar no veículo aparelho de alarme ou que produza sons e ruído que perturbem o sossego público, em d","Usar indevidamente no veículo aparelho de alarme ou que produza sons e ruído que perturbem o sossego público, em desacordo com normas fixadas pelo CONTRAN."
6556,"Art. 230, Inc. I",Conduzir o veculo com a placa violada ou falsificada.,"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação do veículo violado ou falsificado."
6556,"Art. 230, Inc. I",Conduzir o veculo com o lacre de identificao violado ou falsificado.,"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação do veículo violado ou falsificado."
6556,"Art. 230, Inc. I",Conduzir o veculo com o selo violado ou falsificado.,"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação do veículo violado ou falsificado."
6556,"Art. 230, Inc. I",Conduzir o veículo com a placa violada ou falsificada.,"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação do veículo violado ou falsificado."
6556,"Art. 230, Inc. I",Conduzir o veículo com inscrição do chassi violada ou falsificada.,"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação do veículo violado ou falsificado."
6556,"Art. 230, Inc. I",Conduzir o veículo com o lacre de identificação violado ou falsificado.,"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação do veículo violado ou falsificado."
6556,"Art. 230, Inc. I",Conduzir o veículo com o selo violado ou falsificado.,"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação do veículo violado ou falsificado."
6556,"Art. 230, Inc. I",Conduzir o veículo com qualquer outro elemento de identificação violado ou falsificado.,"Conduzir o veículo com o lacre, a inscrição do chassi, o selo, a placa ou qualquer outro elemento de identificação do veículo violado ou falsificado."
6564,"Art. 230, Inc. II",Conduzir o veculo transportando passageiros em compartimento de carga.,Conduzir o veículo transportando passageiros em compartimento de carga.
6564,"Art. 230, Inc. II",Conduzir o veículo transportando passageiros em compartimento de carga.,Conduzir o veículo transportando passageiros em compartimento de carga.
6572,"Art. 230, Inc. III",Conduzir o veículo com dispositivo anti-radar.,Conduzir o veículo com dispositivo anti-radar.
6580,"Art. 230, Inc. IV",Conduzir o veculo sem qualquer uma das placas de identificao.,Conduzir o veículo sem qualquer uma das placas de identificação.
6580,"Art. 230, Inc. IV",Conduzir o veículo sem qualquer uma das placas de identificação.,Conduzir o veículo sem qualquer uma das placas de identificação.
6599,"Art. 230, Inc. V",Conduzir o veculo que no esteja registrado.,Conduzir o veículo que no esteja registrado.
6599,"Art. 230, Inc. V",Conduzir o veculo registrado que no esteja devidamente licenciado.,Conduzir o veículo registrado que no esteja devidamente licenciado.
6599,"Art. 230, Inc. V",Conduzir o veículo que não esteja registrado.,Conduzir o veículo que não esteja registrado.
6599,"Art. 230, Inc. V",Conduzir o veículo registrado que não esteja devidamente licenciado.,Conduzir o veículo registrado que não esteja devidamente licenciado.
6602,"Art. 230, Inc. VI",Conduzir o veculo com qualquer uma das placas sem condies de legibilidade e visibilidade.,Conduzir o veículo com qualquer uma das placas sem condições de legibilidade e visibilidade.
6602,"Art. 230, Inc. VI",Conduzir o veículo com qualquer uma das placas sem condições de legibilidade e visibilidade.,Conduzir o veículo com qualquer uma das placas sem condições de legibilidade e visibilidade.
6610,"Art. 230, Inc. VII",Conduzir o veculo com a caracterstica alterada.,Conduzir o veículo com a característica alterada.
6610,"Art. 230, Inc. VII",Conduzir o veculo com a cor alterada.,Conduzir o veículo com a cor alterada.
6610,"Art. 230, Inc. VII",Conduzir o veículo com a característica alterada.,Conduzir o veículo com a característica alterada.
6610,"Art. 230, Inc. VII",Conduzir o veículo com a cor alterada.,Conduzir o veículo com a cor alterada.
6629,"Art. 230, Inc. VIII","Conduzir o veculo sem ter sido submetido inspeo de segurana veicular, quando obrigatria.","Conduzir o veículo sem ter sido submetido à inspeção de segurança veicular, quando obrigatória."
6629,"Art. 230, Inc. VIII","Conduzir o veículo sem ter sido submetido à inspeção de segurança veicular, quando obrigatória.","Conduzir o veículo sem ter sido submetido à inspeção de segurança veicular, quando obrigatória."
6637,"Art. 230, Inc. IX",Conduzir o veculo com equipamento obrigatrio ineficiente ou inoperante.,Conduzir o veículo com equipamento obrigatório ineficiente ou inoperante.
6637,"Art. 230, Inc. IX",Conduzir o veculo sem equipamento obrigatrio.,Conduzir o veículo com equipamento obrigatório ineficiente ou inoperante.
6637,"Art. 230, Inc. IX",Conduzir o veículo com equipamento obrigatório ineficiente ou inoperante.,Conduzir o veículo com equipamento obrigatório ineficiente ou inoperante.
6637,"Art. 230, Inc. IX",Conduzir o veículo sem equipamento obrigatório.,Conduzir o veículo com equipamento obrigatório ineficiente ou inoperante.
6645,"Art. 230, Inc. X",Conduzir o veculo com equipamento obrigatrio em desacordo com o estabelecido pelo CONTRAN.,Conduzir o veículo com equipamento obrigatório em desacordo com o estabelecido pelo CONTRAN.
6645,"Art. 230, Inc. X",Conduzir o veículo com equipamento obrigatório em desacordo com o estabelecido pelo CONTRAN.,Conduzir o veículo com equipamento obrigatório em desacordo com o estabelecido pelo CONTRAN.
6653,"Art. 230, Inc. XI",Conduzir o veculo com descarga livre.,Conduzir o veículo com descarga livre.
6653,"Art. 230, Inc. XI",Conduzir o veículo com descarga livre.,Conduzir o veículo com descarga livre.
6653,"Art. 230, Inc. XI","Conduzir o veículo com silenciador de motor de explosão defeituoso, deficiente ou inoperante.","Conduzir o veículo com silenciador de motor de explosão defeituoso, deficiente ou inoperante."
6661,"Art. 230, Inc. XII",Conduzir o veculo com equipamento ou acessrio proibido.,Conduzir o veículo com equipamento ou acessório proibido.
6661,"Art. 230, Inc. XII",Conduzir o veículo com equipamento ou acessório proibido.,Conduzir o veículo com equipamento ou acessório proibido.
6670,"Art. 230, Inc. XIII",Conduzir o veculo com o equipamento do sistema de iluminao e de sinalizao alterados.,Conduzir o veículo com o equipamento do sistema de iluminação e de sinalização alterados.
6670,"Art. 230, Inc. XIII",Conduzir o veículo com o equipamento do sistema de iluminação e de sinalização alterados.,Conduzir o veículo com o equipamento do sistema de iluminação e de sinalização alterados.
6700,"Art. 230, Inc. XVI","Conduzir o veculo com vidros total ou parcialmente cobertos por pelculas, painis/ pintura.","Conduzir o veículo com vidros total ou parcialmente cobertos por películas, painéis/ pintura."
6700,"Art. 230, Inc. XVI","Conduzir o veículo com vidros total ou parcialmente cobertos por películas, painéis/ pintura.","Conduzir o veículo com vidros total ou parcialmente cobertos por películas, painéis/ pintura."
6726,"Art. 230, Inc. XVIII","Conduzir o veculo em mau estado de conservao, comprometendo a segurana.","Conduzir o veículo em mau estado de conservação, comprometendo a segurança."
6726,"Art. 230, Inc. XVIII","Conduzir o veículo em mau estado de conservação, comprometendo a segurança.","Conduzir o veículo em mau estado de conservação, comprometendo a segurança."
6734,"Art. 230, Inc. XIX",Conduzir o veculo sem acionar o limpador de pra-brisa sob chuva.,Conduzir o veículo sem acionar o limpador de para-brisa sob chuva.
6734,"Art. 230, Inc. XIX",Conduzir o veículo sem acionar o limpador de pára-brisa sob chuva.,Conduzir o veículo sem acionar o limpador de para-brisa sob chuva.
6769,"Art. 230, Inc. XXII","Conduzir o veculo com defeito no sistema de iluminao, de sinalizao ou com lmpadas queimadas.","Conduzir o veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas."
6769,"Art. 230, Inc. XXII","Conduzir o veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas.","Conduzir o veículo com defeito no sistema de iluminação, de sinalização ou com lâmpadas queimadas."
6777,"Art. 231, Inc. I","Transitar com o veculo danificando a via, suas instalaes e equipamentos.","Transitar com o veículo danificando a via, suas instalações e equipamentos."
6777,"Art. 231, Inc. I","Transitar com o veículo danificando a via, suas instalações e equipamentos.","Transitar com o veículo danificando a via, suas instalações e equipamentos."
6785,"Art. 231, Inc. II, alnea a",Transitar com veculo derramando a carga que esteja transportando.,Transitar com veículo derramando a carga que esteja transportando.
6785,"Art. 231, Inc. II, alnea a",Transitar com veculo lanando a carga que esteja transportando.,Transitar com veículo lançando a carga que esteja transportando.
6785,"Art. 231, Inc. II, alínea a",Transitar com veículo derramando a carga que esteja transportando.,Transitar com veículo derramando a carga que esteja transportando.
6793,"Art. 231, Inc. II, alnea b","Transitar com o veculo derramando, lanandosobre a via combustvel ou lubrificante que esteja utili",Transitar com o veículo derramando ou lançando sobre a via combustível ou lubrificante que esteja utilizando.
6793,"Art. 231, Inc. II, alínea b","Transitar com o veículo derramando, lançandosobre a via combustível ou lubrificante que esteja utili",Transitar com o veículo derramando ou lançando sobre a via combustível ou lubrificante que esteja utilizando.
6807,"Art. 231, Inc. II, alnea c","Transitar com o veculo derramando, lanando ou arrastando qualquer objeto que possa acarretar risco","Transitar com o veículo derramando, lançando ou arrastando qualquer objeto que possa acarretar risco de sinistro."
6807,"Art. 231, Inc. II, alínea c","Transitar com o veículo derramando, lançando ou arrastando qualquer objeto que possa acarretar risco","Transitar com o veículo derramando, lançando ou arrastando qualquer objeto que possa acarretar risco de sinistro."
6823,"Art. 231, Inc. IV","Transitar com o veculo e/ou carga com dimenses superiores aos limites estabelecidos legalmente, se","Transitar com o veículo ou carga com dimensões superiores aos limites estabelecidos legalmente, sem autorização."
6823,"Art. 231, Inc. IV",Transitar com o veculo e/ou carga com dimenses superiores aos limites estabelecidos pela sinaliza,"Transitar com o veículo ou carga com dimensões superiores aos limites estabelecidos pela sinalização, sem autorização."
6823,"Art. 231, Inc. IV",Transitar com o veículo e/ou carga com dimensões superiores aos limites estabelecidos pela sinalizaç,"Transitar com o veículo ou carga com dimensões superiores aos limites estabelecidos pela sinalização, sem autorização."
6858,"Art. 231, Inc. VII",Transitar com o veculo com lotao excedente.,Transitar com o veículo com lotação excedente.
6858,"Art. 231, Inc. VII",Transitar com o veículo com lotação excedente.,Transitar com o veículo com lotação excedente.
6866,"Art. 231, Inc. VIII","Transitar com o veículo efetuando transporte remunerado de bens, quando não for licenciado para esse","Transitar com o veículo efetuando transporte remunerado de pessoas ou bens, quando não for licenciado para esse fim."
6866,"Art. 231, Inc. VIII",Transitar com o veículo efetuando transporte remunerado de pessoas quando não for licenciado para es,"Transitar com o veículo efetuando transporte remunerado de pessoas ou bens, quando não for licenciado para esse fim."
6874,"Art. 231, Inc. IX",Transitar com o veículo desligado em declive.,Transitar com o veículo desligado em declive.
6912,Art. 232,Conduzir veculo sem os documentos de porte obrigatrio referidos no CTB.,Conduzir veículo sem os documentos de porte obrigatório referidos no CTB.
6912,Art. 232,Conduzir veículo sem os documentos de porte obrigatório referidos no CTB.,Conduzir veículo sem os documentos de porte obrigatório referidos no CTB.
6920,"Art. 233 c/c 123, inc. III","Deixar de efetuar registro do veculo em 30 dias, quando for alterada qualquer caracterstica do ve","Deixar de efetuar o registro do veículo no prazo de 30 dias, quando for alterada qualquer característica do veículo."
6920,"Art. 233 c/c 123, inc. II","Deixar de efetuar registro do veculo em 30 dias, quando mudar o municpio de domiclio ou residnci","Deixar de efetuar o registro do veículo no prazo de 30 dias, quando mudar o município de domicílio ou residência."
6920,"Art. 233 c/c 123, inc. III","Deixar de efetuar registro do veículo em 30 dias, quando for alterada qualquer característica do veí","Deixar de efetuar o registro do veículo no prazo de 30 dias, quando for alterada qualquer característica do veículo."
6947,Art. 235,Conduzir animais nas partes externas do veculo.,Conduzir animais nas partes externas do veículo.
6947,Art. 235,Conduzir animais nas partes externas do veículo.,Conduzir animais nas partes externas do veículo.
6947,Art. 235,Conduzir carga nas partes externas do veculo.,Conduzir carga nas partes externas do veículo.
6947,Art. 235,Conduzir carga nas partes externas do veículo.,Conduzir carga nas partes externas do veículo.
6947,Art. 235,Conduzir pessoas nas partes externas do veculo.,Conduzir pessoas nas partes externas do veículo.
6947,Art. 235,Conduzir pessoas nas partes externas do veículo.,Conduzir pessoas nas partes externas do veículo.
6955,Art. 236,Rebocar outro veculo com cabo flexvel ou corda.,Rebocar outro veículo com cabo flexível ou corda.
6955,Art. 236,Rebocar outro veículo com cabo flexível ou corda.,Rebocar outro veículo com cabo flexível ou corda.
6971,Art. 238,"Recusar-se a entregar à autoridade de trânsito ou a seus agentes, mediante recibo, os documentos de","Recusar-se a entregar à autoridade de trânsito ou a seus agentes, mediante recibo, os documentos de habilitação, de registro, de licenciamento de veículo e outros exigidos por lei, para averiguação de sua autenticidade."
6971,Art. 238,"Recusar-se a entregar autoridade de trnsito ou a seus agentes, mediante recibo, os documentos de","Recusar-se a entregar à autoridade de trânsito ou a seus agentes, mediante recibo, os documentos de habilitação, de registro, de licenciamento de veículo e outros exigidos por lei, para averiguação de sua autenticidade."
6980,Art. 239,"Retirar do local veculo legalmente retido para regularizao, sem permisso da autoridade competent","Retirar do local veículo legalmente retido para regularização, sem permissão da autoridade competente ou de seus agentes."
6980,Art. 239,"Retirar do local veículo legalmente retido para regularização, sem permissão da autoridade competent","Retirar do local veículo legalmente retido para regularização, sem permissão da autoridade competente ou de seus agentes."
7005,Art. 241,Deixar de atualizar o cadastro de habilitação do condutor.,Deixar de atualizar o cadastro de habilitação do condutor.
7030,"Art. 244, Inc. I","Conduzir motocicleta, motoneta e ciclomotor sem usar capacete de segurana.","Conduzir motocicleta, motoneta e ciclomotor sem usar capacete de segurança."
7030,"Art. 244, Inc. I","Conduzir motocicleta, motoneta e ciclomotor sem usar capacete de segurança.","Conduzir motocicleta, motoneta e ciclomotor sem usar capacete de segurança."
7030,"Art. 244, Inc. I","Conduzir motocicleta, motoneta e ciclomotor sem vesturio aprovado pelo CONTRAN.","Conduzir motocicleta, motoneta e ciclomotor sem vestuário aprovado pelo CONTRAN."
7048,"Art. 244, Inc. II","Conduzir motocicleta, motoneta e ciclomotor transportando passageiro fora do assento suplementar col","Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro fora do assento suplementar colocado atrás do condutor ou em carro lateral."
7048,"Art. 244, Inc. II","Conduzir motocicleta, motoneta e ciclomotor transportando passageiro sem o capacete de segurana.","Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro sem capacete de segurança."
7048,"Art. 244, Inc. II","Conduzir motocicleta, motoneta e ciclomotor transportando passageiro sem o capacete de segurança.","Conduzir motocicleta, motoneta ou ciclomotor transportando passageiro sem capacete de segurança."
7056,"Art. 244, Inc. III, c/c §1º",Conduzir ciclo fazendo malabarismo ou equilibrando-se em uma roda.,Conduzir ciclo fazendo malabarismo ou equilibrando-se em uma roda.
7056,"Art. 244, Inc. III","Conduzir motocicleta, motoneta, ciclomotor fazendo malabarismo ou equilibrando-se em uma roda.","Conduzir motocicleta, motoneta, ciclomotor fazendo malabarismo ou equilibrando-se em uma roda."
7064,"Art. 244, Inc. IV","Conduzir motocicleta, motoneta e ciclomotor com faris apagados.","Conduzir motocicleta, motoneta e ciclomotor com faróis apagados."
7064,"Art. 244, Inc. IV","Conduzir motocicleta, motoneta e ciclomotor com faróis apagados.","Conduzir motocicleta, motoneta e ciclomotor com faróis apagados."
7072,"Art. 244, Inc. V","Conduzir motocicleta, motoneta e ciclomotor transportando criana menor de sete anos.","Conduzir motocicleta, motoneta ou ciclomotor transportando criança menor de 10 (dez) anos."
7072,"Art. 244, Inc. V","Conduzir motocicleta, motoneta e ciclomotor transportando criança menor de 10 (dez) anos.","Conduzir motocicleta, motoneta ou ciclomotor transportando criança menor de 10 (dez) anos."
7072,"Art. 244, Inc. V","Conduzir motocicleta, motoneta e ciclomotor transportando criança menor de sete anos.","Conduzir motocicleta, motoneta ou ciclomotor transportando criança menor de 10 (dez) anos."
7072,"Art. 244, Inc. V","Conduzir motocicleta, motoneta e ciclomotor transportando criança sem condições de cuidar de sua pró","Conduzir motocicleta, motoneta ou ciclomotor transportando criança que não tenha, nas circunstâncias, condições de cuidar da própria segurança."
7080,"Art. 244, Inc. VI","Conduzir motocicleta, motoneta e ciclomotor rebocando outro veculo.","Conduzir motocicleta, motoneta e ciclomotor rebocando outro veículo."
7080,"Art. 244, Inc. VI","Conduzir motocicleta, motoneta e ciclomotor rebocando outro veículo.","Conduzir motocicleta, motoneta e ciclomotor rebocando outro veículo."
7099,"Art.244, Inc. VII, c/c §1º",Conduzir ciclo sem segurar o guidom com ambas as mãos.,Conduzir ciclo sem segurar o guidom com ambas as mãos.
7099,"Art.244, Inc. VII, c/c 1",Conduzir ciclo sem segurar o guidom com ambas as mos.,Conduzir ciclo sem segurar o guidom com ambas as mãos.
7099,"Art. 244, Inc. VII","Conduzir motocicleta, motoneta, ciclomotor sem segurar o guidom com ambas as mãos.","Conduzir motocicleta, motoneta, ciclomotor sem segurar o guidom com ambas as mãos."
7099,"Art. 244, Inc. VII","Conduzir motocicleta, motoneta, ciclomotor sem segurar o guidom com ambas as mos.","Conduzir motocicleta, motoneta, ciclomotor sem segurar o guidom com ambas as mãos."
7102,"Art. 244, Inc. VIII","Conduzir motocicleta, motoneta, ciclomotor transportando carga incompatível com suas especificações.","Conduzir motocicleta, motoneta ou ciclomotor transportando carga incompatível com suas especificações."
7102,"Art. 244, Inc. VIII","Conduzir motocicleta, motoneta, ciclomotor transportando carga incompatvel com suas especificaes.","Conduzir motocicleta, motoneta ou ciclomotor transportando carga incompatível com suas especificações."
7102,Art. 244 inciso VIII,Conduzir motoc/moton/transportando carga em desacordo c/ 2 do artigo 139 - a CTB,"Conduzir motocicleta, motoneta ou ciclomotor transportando carga em desacordo com o § 2º do art. 139-A do CTB."
7102,Art. 244 inciso VIII,Conduzir motoc/moton/transportando carga em desacordo c/ § 2º do artigo 139 - a CTB,"Conduzir motocicleta, motoneta ou ciclomotor transportando carga em desacordo com o § 2º do art. 139-A do CTB."
7110,"Art. 244, § 1º, alínea a",Conduzir ciclo transportando passageiro fora da garupa ou do assento especial a ele destinado.,Conduzir ciclo transportando passageiro fora da garupa ou do assento especial a ele destinado.
7137,"Art. 244, 1, alnea c",Conduzir ciclo transportando crianas sem condies de cuidar de sua prpria segurana.,Conduzir ciclo transportando crianças sem condições de cuidar de sua própria segurança.
7137,"Art. 244, § 1º, alínea c",Conduzir ciclo transportando crianças sem condições de cuidar de sua própria segurança.,Conduzir ciclo transportando crianças sem condições de cuidar de sua própria segurança.
7145,Art. 245,"Utilizar a via para depsito de mercadorias, materiais ou equipamentos.","Utilizar a via para depósito de mercadorias, materiais ou equipamentos."
7153,Art. 246,"Deixar de sinalizar qualquer obstculo livre circulao, segurana de veculo e pedestres, na ca","Obstaculizar a via indevidamente, sem agravamento."
7153,Art. 246,Obstaculizar a via indevidamente - sem agravamento.,"Obstaculizar a via indevidamente, sem agravamento."
7218,Art. 248,"Transportar em veculo destinado ao transporte de passageiros, carga excedente em desacordo com o es",Transportar em veículo destinado ao transporte de passageiros carga excedente em desacordo com o estabelecido no CTB.
