semaforo	street_code	street_name	score	raw_location	location_index
436	6564	Cais do Apolo	1.000	Cais do Apolo	1
436	44300	Avenida Militar	1.000	Av. Militar	2
437	19453	Rua Dez de Julho	1.000	Rua 10 de Julho	1
437	68012	Avenida Dom João VI	0.600	Av. Dom João VI (canal do Jordão)	2
438	11720	Avenida Boa Viagem	1.000	Av. Boa Viagem	1
439	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
440	7005	Avenida Liberdade	1.000	Av. Liberdade	1
440	37648	Rua Juvêncio Marques da Cunha	1.000	Rua Juvêncio Marques da Cunha	2
441	8060	Avenida Armindo Moura	1.000	Av. Armindo Moura	1
441	17957	Rua Cosmorama	1.000	Rua Cosmorama	2
442	55573	Rua Sargento Silvino Macêdo	0.750	Rua Sgt. Silvino Macedo	1
442	6300	Avenida Antônio Torres Galvão	0.750	Rua Antônio Torres Galvão	2
443	32972	Rua Visconde de Jequitinhonha	0.667	Av. Visconde de Jequitinhonha	1
443	16659	Avenida Charles Darwin	0.667	Rua Charles Darwin	2
444	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
444	54720	Rua Coronel Sérgio Henrique Cardim	1.000	Rua Cel. Sérgio Cardim	2
445	11720	Avenida Boa Viagem	1.000	Av. Boa Viagem	1
445	65692	Rua Engenheiro Zael Diogenes	1.000	Rua Zael Diógenes	2
446	8222	Estrada do Arraial	1.000	Estrada do Arraial	1
447	62405	Rua Uriel de Holanda	1.000	Rua Uriel de Holanda	1
447	29076	Avenida Hildebrando de Vasconcelos	1.000	Av. Hildebrando Vasconcelos	2
448	56235	Rua Souza Bandeira	1.000	Rua Souza Bandeira	1
448	61182	Rua Tomaz Gonzaga	1.000	Rua Tomaz Gonzaga	2
449	32921	Rua Jean Emile Favre	1.000	Rua Jean Emile Favre	1
449	30880	Rua Itacari	1.000	Rua Itacari	2
450	48763	Rua Pampulha	1.000	Rua Pampulha	1
450	31879	Rua Izabel de Souza	1.000	Rua Izabel de Souza	2
451	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
451	60909	Rua Tijucal	1.000	Rua Tijucal	2
452	59595	Avenida Rui Barbosa	1.000	Av. Rui Barbosa	1
453	6564	Cais do Apolo	1.000	Cais do Apolo	1
454	6564	Cais do Apolo	1.000	Cais do Apolo	1
455	18481	Avenida Cruz Cabuga	1.000	Av.Cruz Cabugá	1
456	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
456	53562	Rua Salvador de Sá	1.000	Rua Salvador de Sá	2
457	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
457	7420	Rua Araripina	1.000	Rua Araripina	2
458	10650	Estrada de Belém	1.000	Estrada de Belém	1
458	27103	Rua Gonçalves Dias	1.000	Rua Gonçalves Dias	2
459	59382	Avenida Conselheiro Rosa e Silva	1.000	Av. Conselheiro Rosa e Silva	1
459	52221	Rua Conselheiro Portela	1.000	Rua Conselheiro Portela	2
460	49352	Avenida Parnamirim	1.000	Av. Parnamirim	1
460	38598	Rua Leonardo Bezerra Cavalcanti	0.750	Rua Leonardo Bezerra Cavalcante	2
461	56871	Avenida Recife	1.000	Av. Recife	1
462	21385	Estrada do Encanamento	1.000	Estrada do Encanamento	1
462	24341	Rua Ferreira Lopes	1.000	Rua Ferreira Lopes	2
463	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
463	64840	Rua Vinte e Quatro de Agosto	1.000	Rua Vinte e Quatro de Agosto	2
464	52221	Rua Conselheiro Portela	1.000	Rua Conselheiro Portela	1
464	31135	Rua Barão de Itamaracá	1.000	Rua Barão de Itamaracá	2
465	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
466	52680	Rua do Príncipe	1.000	Rua do Príncipe	1
467	65242	Rua Barão da Vitória	1.000	Rua Barão de Vitória	1
468	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
469	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
469	32263	Rua Jáder de Andrade	1.000	Rua Jader de Andrade	2
470	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
471	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Masc. de Morais	1
471	33782	Rua João Fontes	1.000	Rua João Fontes	2
472	44733	Rua das Moças	1.000	Rua das Moças	1
472	56952	Rua da Regeneração	1.000	Rua da Regeneração	2
473	67369	Ponte Giratória	0.500	Ponte 12 de Setembro	1
473	75396	Cais Santa Rita	1.000	Cais de Santa Rita	2
474	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
475	20052	Avenida Dois Rios	1.000	Av. Dois Rios	1
475	57720	Rua Rio Chuy	0.667	Rua Rio Chuí	2
476	56260	Rua Barão de Souza Leão	1.000	Rua Barão de Souza Leão	1
476	36374	Avenida Desembargador José Neves	0.750	Rua Desembargador José Neves	2
477	19429	Rua Madre de Deus	1.000	Rua Madre de Deus	1
477	2496	Avenida Alfredo Lisboa	1.000	Av. Alfredo Lisboa	2
478	17957	Rua Cosmorama	1.000	Rua Cosmorama	1
478	33537	Rua João Cardoso Aires	1.000	Rua João Cardoso Aires	2
479	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
479	25119	Rua Francisco Barreto	1.000	Rua F. Barreto	2
480	10529	Avenida Beberibe	1.000	Av. Beberibe	1
481	43621	Avenida Sport Clube do Recife	0.500	Rua Sport Club do Recife	1
481	10901	Rua Professor Benedito Monteiro	0.667	Rua Prof.Benedito Monteiro	2
482	24988	Estrada do Forte do Arraial Novo do Bom Jesus	0.500	Av. Do Forte	1
483	11720	Avenida Boa Viagem	1.000	Av. Boa Viagem	1
483	64378	Rua Dr Vicente Gomes	1.000	Rua Vicente Gomes	2
484	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
484	28690	Rua Henrique Capitulino	1.000	Rua Henrique Capitulino	2
485	38598	Rua Leonardo Bezerra Cavalcanti	0.667	Rua Leonardo Cavalcante	1
485	29831	Rua Igarassu	1.000	Rua Igarassu	2
486	11738	Avenida Conde da Boa Vista	1.000	Av. Conde da Boa Vista	1
486	20613	Rua Sete de Setembro	1.000	Rua Sete de Setembro	2
487	35467	Rua José Bonifácio	1.000	Rua José Bonifácio	1
487	42285	Rua Marcos André	1.000	Rua Marcos André	2
489	15903	Avenida Caxangá	1.000	Av. Caxangá	1
489	36420	Rua José Osório	1.000	Rua José Osório	2
490	56278	Rua Frei Matias Tévis	0.500	Av. Frei Matias Teves	1
490	25097	Rua Francisco Alves	1.000	Rua Francisco Alves	2
491	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
492	10529	Avenida Beberibe	1.000	Av. Beberibe	1
492	56618	Rua Ramiz Galvão	1.000	Rua Ramiz Galvão	2
493	40029	Rua Arquiteto Luiz Nunes	1.000	Rua Arquiteto Luiz Nunes	1
494	56871	Avenida Recife	1.000	Av. Recife	1
494	27464	Avenida Capitão Gregório de Caldas	0.667	Rua Gregório Caldas	2
495	43974	Rua Mem de Sá	1.000	Rua Mem de Sá	1
495	33081	Rua Professor Jerônimo Gueiros	1.000	Rua Prof. Jerônimo Gueiros	2
496	57398	Rua Ribeiro de Brito	1.000	Rua Ribeiro de Brito	1
496	1180	Rua Agenor Lopes	1.000	Rua Agenor Lopes	2
497	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
498	34720	Rua Joaquim Nabuco	1.000	Rua Joaquim Nabuco	1
498	28290	Rua Guilherme Pinto	1.000	Rua Guilherme Pinto	2
499	17922	Rua Cosme Viana	1.000	Rua Cosme Viana	1
499	60593	Rua Padre Teófilo Tworz	0.667	Rua Pe. Teófilo Twortz	2
500	20001	Rua Dois Irmãos	0.667	Av. Dois Irmãos	1
500	41041	Rua Mandacaru	1.000	Rua Mandacaru	2
501	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
502	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
502	31097	Rua Itália	1.000	Rua Itália	2
503	33855	Rua João Ivo da Silva	1.000	Rua João Ivo da Silva	1
504	10650	Estrada de Belém	1.000	Estrada de Belém	1
504	24945	Rua Fonseca Oliveira	1.000	Rua Fonseca de Oliveira	2
505	46191	Rua São Nicolau	1.000	Rua São Nicolau	1
505	28614	Rua Hélio Brandão	1.000	Rua Hélio Brandão	2
506	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
507	49670	Avenida São Paulo	1.000	Av. São Paulo	1
507	38385	Rua Leandro Barreto	1.000	Rua Leandro Barreto	2
508	25097	Rua Francisco Alves	1.000	Rua Francisco Alves	1
509	56391	Avenida Sul Gov. Cid Sampaio	1.000	Av. Sul	1
509	36676	Rua Padre José de Sá Leitão	1.000	Rua Padre José de Sá Leitão	2
510	30104	Rua Imperial	1.000	Rua Imperial	1
510	56685	Travessa do Raposo	1.000	Travessa do Raposo	2
511	30104	Rua Imperial	1.000	Rua Imperial	1
511	9326	Travessa Padre Azevedo	1.000	Travessa do Azevedo	2
512	58211	Avenida Rio Largo	1.000	Av. Rio Largo	1
512	67377	Avenida Doze de Junho	1.000	Av. Doze de Junho	2
513	60801	Rua Conselheiro Theodoro	0.667	Rua Conselheiro Teodoro	1
513	61182	Rua Tomaz Gonzaga	0.667	Rua Tomás Gonzaga	2
514	10529	Avenida Beberibe	1.000	Av. Beberibe	1
515	10910	Rua Benfica	1.000	Rua Benfica	1
517	10529	Avenida Beberibe	1.000	Av. Beberibe	1
518	20052	Avenida Dois Rios	1.000	Av. Dois Rios	1
518	20788	Rua Jornalista Edson Regis	1.000	Rua Jornalista Edson Regis	2
519	20966	Rua Professor Eduardo Wanderley Filho	1.000	Rua Prof. Eduardo Wanderley Filho	1
520	28630	Rua Acadêmico Hélio Ramos	1.000	Rua Acadêmico Hélio Ramos	1
520	72052	Rua Amaro Gomes Poroca	1.000	Rua Amaro Poroca	2
521	52221	Rua Conselheiro Portela	1.000	Rua Conselheiro Portela	1
521	107247	Rua Futuro	1.000	Rua do Futuro	2
522	59382	Avenida Conselheiro Rosa e Silva	0.750	Av. Coselheiro Rosa e Silva	1
522	5312	Rua Antenor Navarro	1.000	Rua Antenor Navarro	2
523	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
524	57061	Estrada dos Remédios	1.000	Estrada dos Remédios	1
524	30236	Rua Inconfidentes	1.000	Rua Inconfidentes	2
525	17922	Rua Cosme Viana	1.000	Rua Cosme Viana	1
525	61409	Rua Três de Agosto	1.000	Rua 3 de Agosto	2
526	3620	Rua Alvares de Azevedo	1.000	Rua Álvares de Azevedo	1
526	75108	Rua dos Palmares	1.000	Rua dos Palmares	2
527	32921	Rua Jean Emile Favre	1.000	Rua Jean Emile Favre	1
527	25119	Rua Francisco Barreto	1.000	Rua Francisco Barreto	2
528	93866	Rua da Paz	1.000	Rua Paz	1
528	33545	Rua João Carlos Guimarães	1.000	Rua João Carlos Guimarães	2
529	8060	Avenida Armindo Moura	1.000	Av. Armindo Moura	1
530	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
531	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
531	56871	Avenida Recife	1.000	Av. Recife	2
532	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
532	65560	Rua Capitão Waldir de Melo	0.500	Rua Dr. Waldir Pessoa	2
533	15903	Avenida Caxangá	1.000	Av. Caxangá	1
533	9830	Estrada do Barbalho	1.000	Estrada do Barbalho	2
534	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
534	48763	Rua Pampulha	1.000	Rua Pampulha	2
535	6530	Rua de Apipucos	0.500	Av. Apipucos	1
536	56952	Rua da Regeneração	1.000	Rua da Regeneração	1
536	299	Rua Abelardo Machado Botelho	1.000	Rua do Machado	2
537	40029	Rua Arquiteto Luiz Nunes	1.000	Rua Arquiteto Luiz Nunes	1
537	51250	Avenida Pinheiros	1.000	Av. Pinheiros	2
538	5770	Avenida  Antônio de Goes	0.667	Av. Antônio de Góis	1
538	36242	Rua José Mariano Filho	1.000	Rua José Mariano Filho	2
539	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
539	20303	Rua Dorothéia Vieira	0.667	Rua Dorotéia Vieira	2
540	6530	Rua de Apipucos	0.500	Av. Apipucos	1
540	5703	Rua João Batista de Barros Ribeiro	0.750	Rua Cel.João Batista R. Barros	2
541	34908	Rua Professor Joaquim Xavier de Brito	1.000	Rua Prof. Joaquim Xavier de Brito	1
541	44261	Rua Dr Miguel Vieira Ferreira	1.000	Rua Miguel Vieira	2
542	14702	Rua Padre Carapuceiro	1.000	Rua Padre Carapuceiro	1
543	68012	Avenida Dom João VI	0.500	Av. D. João VI( Canal do Jordão )	1
543	6300	Avenida Antônio Torres Galvão	0.750	Rua Antônio Torres Galvão	2
544	23965	Rua Félix de Brito e Melo	0.500	Rua Félix de Brito	1
544	34045	Avenida Professor João Medeiros	1.000	Av. Prof. João Medeiros	2
545	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
545	23965	Rua Félix de Brito e Melo	0.500	Rua Félix de Brito	2
546	1465	Avenida Conselheiro Aguiar	1.000	Av. Cons. Aguiar	1
546	23965	Rua Félix de Brito e Melo	0.500	Rua Félix de Brito	2
547	11720	Avenida Boa Viagem	1.000	Av. Boa Viagem	1
547	23965	Rua Félix de Brito e Melo	0.500	Rua Félix de Brito	2
548	11720	Avenida Boa Viagem	1.000	Av.Boa Viagem	1
548	11258	Rua Padre Bernardino Pessoa	1.000	Rua Padre Bernardino Pessoa	2
549	1465	Avenida Conselheiro Aguiar	1.000	Av. Cons. Aguiar	1
549	35475	Rua Professor José Brandão	1.000	Rua Prof. José Brandão	2
550	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
550	35475	Rua Professor José Brandão	1.000	Rua Prof. José Brandão	2
551	23965	Rua Félix de Brito e Melo	0.500	Rua Félix de Brito	1
551	25259	Rua Francisco da Cunha	1.000	Rua Francisco da Cunha	2
553	8885	Rua Augusto Calheiros	1.000	Rua Augusto Calheiros	1
553	21326	Rua Emília Torreão	1.000	Rua Emília Torreão	2
554	50970	Rua Petronila Botelho	1.000	Rua Petronila V. Botelho	1
554	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. José dos Anjos	2
555	11720	Avenida Boa Viagem	1.000	Av. Boa Viagem	1
555	5690	Rua Antônio Falcão	1.000	Rua Antônio Falcão	2
556	17957	Rua Cosmorama	1.000	Rua Cosmorama	1
556	9709	Rua Baltazar Passos	1.000	Rua Baltazar Passos	2
557	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
557	64580	Rua Doutor Vilas Boa	1.000	Rua Dr. Vilas Boas	2
558	27022	Rua Gomes Taborda	1.000	Rua Gomes Taborda	1
559	10529	Avenida Beberibe	1.000	Av. Beberibe	1
559	17841	Rua Cortês	1.000	Rua Côrtes	2
560	40029	Rua Arquiteto Luiz Nunes	1.000	Rua Arquiteto Luiz Nunes	1
561	20052	Avenida Dois Rios	1.000	Av. Dois Rios	1
561	1171	Rua Pintor Agenor de Albuquerque César	1.000	Rua Pintor Agenor Albuquerque	2
562	59595	Avenida Rui Barbosa	1.000	Av. Rui Barbosa	1
562	27294	Rua das Graças	1.000	Rua das Graças	2
563	17698	Avenida Correia de Brito	0.750	Av. Luis Correia de Brito	1
563	35270	Avenida Professor José dos Anjos	1.000	Av. Prof. José dos Anjos	2
564	32921	Rua Jean Emile Favre	1.000	Rua Jean Emile Favre	1
564	83755	Rua Potengi	1.000	Rua Potengi	2
565	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela	1
565	40550	Rua Dr Machado	1.000	Rua Dr. Machado	2
566	44261	Rua Dr Miguel Vieira Ferreira	0.800	Rua Dr. Miguel Vieira Ferreira	1
566	65609	Rua Waldemar Nery Carneiro Monteiro	0.667	Rua Inácio Monteiro	2
567	36374	Avenida Desembargador José Neves	0.750	Rua Des. José Neves	1
567	34096	Rua Desembargador João Paes	1.000	Rua Desembargador João Paes	2
568	15903	Avenida Caxangá	1.000	Av. Caxangá	1
568	1074	Avenida Afonso Olindense	1.000	Av. Afonso Olindense	2
569	9172	Rua Aurora Caçote	1.000	Rua Aurora Caçote	1
570	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
571	75396	Cais Santa Rita	1.000	Cais de Santa Rita	1
572	19453	Rua Dez de Julho	1.000	Rua 10 de Julho	1
572	64823	Avenida Vinte de Janeiro	1.000	Rua 20 de Janeiro	2
573	19453	Rua Dez de Julho	1.000	Rua 10 de Julho	1
573	65609	Rua Waldemar Nery Carneiro Monteiro	1.000	Rua Waldemar Nery C. Monteiro	2
574	33537	Rua João Cardoso Aires	1.000	Rua João Cardoso Aires	1
574	53317	Rua Sá e Souza	1.000	Rua Sá e Souza	2
575	10529	Avenida Beberibe	1.000	Av. Beberibe	1
575	18937	Rua Cantora Dalva de Oliveira	1.000	Rua Cantora Dalva de Oliveira	2
576	1880	Avenida Visconde de Albuquerque	1.000	Av. Visconde de Albuquerque	1
576	19267	Rua Demóstenes de Olinda	1.000	Rua Demóstenes de Olinda	2
577	51985	Rua General Polidoro	1.000	Rua Gal. Polidoro	1
577	140	Rua Abatia	1.000	Rua Abatiá	2
578	56073	Rua da Soledade	1.000	Rua da Soledade	1
578	27170	Rua do Progresso	1.000	Rua do Progresso	2
579	99295	Rua Bela Aurora	1.000	Rua da Aurora	1
579	57266	Rua do Riachuelo	1.000	Rua do Riachuelo	2
580	36374	Avenida Desembargador José Neves	1.000	Av. Desembargador José Neves	1
581	42625	Avenida Maria Irene	1.000	Av. Maria Irene	1
582	75396	Cais Santa Rita	1.000	Cais de Santa Rita	1
583	75396	Cais Santa Rita	1.000	Cais de Santa Rita	1
584	42625	Avenida Maria Irene	1.000	Av. Maria Irene	1
585	38598	Rua Leonardo Bezerra Cavalcanti	1.000	Rua Leonardo Bezerra Cavalcanti	1
585	74160	Rua Jornal Vanguarda	0.667	Rua Jornal do Commércio	2
586	21199	Rua Delmiro Gouveia	1.000	Rua Delmiro Gouveia	1
587	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
588	41750	Rua Manuel de Medeiros	1.000	Rua Manuel de Medeiros	1
588	94609	Estrada dos Pintos	1.000	Estrada dos Pintos	2
589	47120	Rua Odete Monteiro	1.000	Rua Odete Monteiro	1
590	10910	Rua Benfica	1.000	Rua Benfica	1
591	15903	Avenida Caxangá	1.000	Av Caxangá	1
591	41793	Rua Manoel Moreira	1.000	Rua Manoel Moreira	2
592	68012	Avenida Dom João VI	1.000	Av. Dom João VI	1
593	21385	Estrada do Encanamento	1.000	Estrada do Encanamento	1
593	61999	Estrada das Ubaias	1.000	Estrada das Ubaias	2
594	20052	Avenida Dois Rios	1.000	Av. Dois Rios	1
595	34720	Rua Joaquim Nabuco	1.000	Rua Joaquim Nabuco	1
595	4235	Rua Monsenhor Ambrosino Leite	0.750	Rua Monsenhor Ambrozino Leite	2
596	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
597	47120	Rua Odete Monteiro	1.000	Rua Odete Monteiro	1
597	33880	Rua Doutor João Lacerda	1.000	Rua Dr. João Lacerda	2
598	28517	Rua da Harmonia	1.000	Rua da Harmonia	1
598	46027	Rua Major Nereu Guerra	1.000	Rua Major Nereu Guerra	2
599	56871	Avenida Recife	1.000	Av. Recife	1
600	4235	Rua Monsenhor Ambrosino Leite	0.750	Rua Monsenhor Ambrozino Leite	1
600	50849	Rua das Pernambucanas	1.000	Rua das Pernambucanas	2
601	35467	Rua José Bonifácio	1.000	Rua José Bonifacio	1
601	36056	Rua José de Holanda	1.000	Rua José de Holanda	2
602	38482	Rua Padre Lemos	1.000	Rua Pe. Lemos	1
602	60313	Rua Visconde de Taunay	1.000	Rua Visconde de Taunay	2
603	28010	Avenida Guararapes	1.000	Av. Guararapes	1
604	28010	Avenida Guararapes	1.000	Av. Guararapes	1
605	15903	Avenida Caxangá	1.000	Av Caxangá	1
606	15903	Avenida Caxangá	1.000	Av Caxangá	1
607	15903	Avenida Caxangá	1.000	Av Caxangá	1
608	15903	Avenida Caxangá	1.000	Av Caxangá	1
609	15903	Avenida Caxangá	1.000	Av Caxangá	1
610	15903	Avenida Caxangá	1.000	Av Caxangá	1
611	20060	Rua Vinte e Um de Abril	1.000	Rua 21 de Abril	1
612	10650	Estrada de Belém	1.000	Estrada de Belém	1
613	26905	Rua Desembargador Góis Cavalcante	0.750	Rua Des. Goes Cavalcante	1
614	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
614	24619	Avenida Flor de Santana	1.000	Av. Flor de Santana	2
615	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
616	56871	Avenida Recife	1.000	Av. Recife	1
617	56871	Avenida Recife	1.000	Av. Recife	1
618	56871	Avenida Recife	1.000	Av. Recife	1
619	56871	Avenida Recife	1.000	Av. Recife	1
620	56871	Avenida Recife	1.000	Av. Recife	1
620	60097	Avenida Tapajos	1.000	Av. Tapajós	2
621	56871	Avenida Recife	1.000	Av. Recife	1
622	56952	Rua da Regeneração	1.000	Rua da Regeneração	1
623	14982	Rua Carlos Gomes	1.000	Rua Carlos Gomes	1
623	57452	Rua Ricardo Salazar	1.000	Rua Ricardo Salazar	2
624	56286	Avenida Visconde de Suassuna	0.667	Av. Visc. de Suassuna	1
625	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Masc. de Morais	1
626	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Masc. de Morais	1
627	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
628	10910	Rua Benfica	1.000	Rua Benfica	1
628	19259	Rua Demócrito de Souza Filho	1.000	Rua Demócrito de Souza Filho	2
629	10910	Rua Benfica	1.000	Rua Benfica	1
629	7951	Rua Arlindo Gouveia	1.000	Rua Arlindo Gouveia	2
630	30600	Rua Conde de Irajá	1.000	Rua Conde do Irajá	1
630	10596	Avenida Beira Rio	1.000	Av. Beira Rio	2
631	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Masc. de Morais	1
631	46566	Rua Noruega	1.000	Rua Noruega	2
632	40029	Rua Arquiteto Luiz Nunes	1.000	Rua Arquiteto Luiz Nunes	1
633	40029	Rua Arquiteto Luiz Nunes	1.000	Rua Arquiteto Luiz Nunes	1
633	34967	Rua Missionário Joel Carlson	0.750	Rua Miss. Joel Carlson	2
634	40029	Rua Arquiteto Luiz Nunes	1.000	Rua Arquiteto Luiz Nunes	1
634	3786	Avenida Engenheiro Alves de Souza	1.000	Av. Eng. Alves de Souza	2
635	40029	Rua Arquiteto Luiz Nunes	1.000	Rua Arquiteto Luiz Nunes	1
636	49310	Rua Paris	1.000	Rua Paris	1
636	32921	Rua Jean Emile Favre	1.000	Rua Jean Emile Favre	2
637	40029	Rua Arquiteto Luiz Nunes	1.000	Rua Arquiteto Luiz Nunes	1
638	1074	Avenida Afonso Olindense	1.000	Av. Afonso Olindense	1
638	59013	Rua Rodrigues Ferreira	1.000	Rua Rodrigues Ferreira	2
639	68012	Avenida Dom João VI	1.000	Av. Dom João VI	1
640	40371	Avenida General Mac Arthur	1.000	Av. Gal. Mac. Arthur	1
640	55573	Rua Sargento Silvino Macêdo	0.750	Rua Sgt Silvino de Macedo	2
641	62405	Rua Uriel de Holanda	1.000	Rua Uriel de Holanda	1
642	33138	Rua Jerônimo Vilela	1.000	Rua Jeronimo Vilela	1
643	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
643	26964	Rua Gomes Coutinho	1.000	Rua Gomes Coutinho	2
644	56260	Rua Barão de Souza Leão	1.000	Rua Barão de Souza Leão	1
644	64823	Avenida Vinte de Janeiro	1.000	Rua 20 de Janeiro	2
645	107719	Avenida Mauricio de Nassau	1.000	Av. Mauricio de Nassau	1
646	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
646	47856	Rua Engenheiro Oscar Ferreira	1.000	Rua Engenheiro Oscar Ferreira	2
647	8222	Estrada do Arraial	1.000	Estrada do Arraial	1
648	5690	Rua Antônio Falcão	1.000	Rua Antonio Falcão	1
648	20761	Rua General Edson Amancio Ramalho	1.000	Rua Gal. Edson A. Ramalho	2
649	97438	Rua João Tude de Melo	1.000	Rua João Tude de Melo	1
649	65080	Rua Virgínia Loreto	1.000	Rua Virgínia Loreto	2
650	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
651	34339	Rua João Sales Menezes	1.000	Rua João Sales	1
651	5622	Rua Professor Antônio Coelho	0.750	Av. Prof. Antônio Coelho	2
652	42986	Avenida Mário Álvares Pereira de Lyra	0.800	Av. Mário Álvares Pereirade Lyra	1
652	43729	Rua Mauricéia	0.500	Rua Mauricéa	2
653	22780	Rua Estado de Israel	1.000	Rua Estado de Israel	1
653	39063	Avenida Lins Petit	0.667	Rua Lins Petit	2
654	49670	Avenida São Paulo	1.000	Av. São Paulo	1
654	28789	Rua Construtor Luiz Carvalhedo de Castro	1.000	Rua Construtor Luiz Carvalhedo	2
655	61999	Estrada das Ubaias	1.000	Estrada da Ubaias	1
655	45586	Rua Conselheiro Nabuco	1.000	Rua Conselheiro Nabuco	2
656	33405	Avenida João de Barros	1.000	Av. João de Barros	1
656	29238	Rua da Hora	1.000	Rua da Hora	2
657	28932	Avenida Herculano Bandeira	1.000	Av Herculano Bandeira	1
657	46477	Rua Nogueira de Souza	1.000	Rua Nogueira de Souza	2
658	57142	Avenida Consul Joseph Noujaim	0.500	Av. República Árabe Unida	1
658	46477	Rua Nogueira de Souza	1.000	Rua Nogueira de Souza	2
659	41483	Rua Manoel de Brito	1.000	Rua Manoel de Brito	1
659	57142	Avenida Consul Joseph Noujaim	0.500	Av. República Árabe Unida	2
660	28932	Avenida Herculano Bandeira	1.000	Av. Herculano Bandeira	1
660	8966	Rua Arquiteto Augusto Reinaldo	1.000	Rua Arquiteto Augusto Reinaldo	2
661	54232	Avenida Saturnino de Brito	1.000	Av. Saturnino de Brito	1
661	54232	Avenida Saturnino de Brito	0.500	Largo do Cabanga	2
662	54232	Avenida Saturnino de Brito	0.500	Largo do Cabanga	1
663	11720	Avenida Boa Viagem	1.000	Av. Boa Viagem	1
663	28690	Rua Henrique Capitulino	1.000	Rua Henrique Capitulino	2
664	33405	Avenida João de Barros	1.000	Av. João de Barros	1
664	8346	Rua Artur  Azevedo	0.667	Rua Arthur Azevedo	2
665	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
665	2410	Rua Alfredo de Castro	1.000	Rua Alfredo de Castro	2
666	15644	Rua Castro Alves	1.000	Rua Castro Alves	1
666	36668	Rua José de Sá Carneiro	1.000	Rua José de Sá Carneiro	2
667	40371	Avenida General Mac Arthur	1.000	Av. General Mac Arthur	1
668	36277	Rua Floriano Peixoto	1.000	Rua Floriano Peixoto	1
669	68012	Avenida Dom João VI	1.000	Av. Dom João VI	1
669	36730	Rua José da Silva Lucena	1.000	Rua José da Silva Lucena	2
670	68012	Avenida Dom João VI	1.000	Av. Dom João VI	1
670	14702	Rua Padre Carapuceiro	1.000	Rua Padre Carapuceiro	2
